Training Error0.0001,Training Error 0.001,Training Error 0.01
908.967922,830.6563195,2231.947398
908.8790729,830.6463764,2360.943221
908.790388,830.6364717,2231.94764
908.701867,830.6266054,2360.916417
908.6135094,830.6167772,2231.946676
908.5253148,830.6069871,2360.887185
908.4372828,830.5972348,2231.94367
908.3494131,830.5875202,2360.85783
908.261705,830.5778431,2231.942317
908.1741583,830.5682034,2360.828888
908.0867725,830.5586009,2231.942299
907.9995473,830.5490354,2360.804313
907.9124823,830.5395068,2231.941009
907.8255769,830.530015,2360.776531
907.738831,830.5205598,2231.941582
907.6522439,830.511141,2360.750225
907.5658153,830.5017585,2231.939777
907.479545,830.4924121,2360.72701
907.3934324,830.4831017,2231.940178
907.3074771,830.4738272,2360.703295
907.2216787,830.4645883,2231.940726
907.136037,830.455385,2360.675705
907.0505513,830.446217,2231.940516
906.9652215,830.4370843,2360.649957
906.880047,830.4279866,2231.939762
906.7950275,830.4189239,2360.62904
906.7101627,830.409896,2231.941627
906.625452,830.4009028,2360.604007
906.5408952,830.391944,2231.93971
906.4564919,830.3830196,2360.577648
906.3722416,830.3741294,2231.937872
906.288144,830.3652733,2360.551632
906.2041987,830.3564511,2231.938033
906.1204054,830.3476627,2360.530245
906.0367636,830.338908,2231.940571
905.9532729,830.3301868,2360.50923
905.8699331,830.3214989,2231.93829
905.7867437,830.3128443,2360.483074
905.7037043,830.3042227,2231.938862
905.6208145,830.2956341,2360.462856
905.5380741,830.2870784,2231.939605
905.4554826,830.2785553,2360.440636
905.3730397,830.2700647,2231.941663
905.290745,830.2616066,2360.420833
905.2085981,830.2531807,2231.943153
905.1265986,830.244787,2360.398401
905.0447464,830.2364253,2231.941337
904.9630408,830.2280955,2360.375081
904.8814816,830.2197974,2231.94372
904.8000684,830.2115309,2360.355519
904.7188009,830.2032959,2231.945289
904.6376785,830.1950923,2360.33546
904.5567012,830.1869199,2231.941931
904.4758684,830.1787785,2360.312752
904.3951798,830.1706681,2231.944377
904.3146351,830.1625886,2360.293447
904.234234,830.1545398,2231.947165
904.153976,830.1465215,2360.273735
904.0738608,830.1385337,2231.947784
903.993888,830.1305763,2360.251939
903.9140574,830.122649,2231.94757
903.8343685,830.1147518,2360.233144
903.754821,830.1068846,2231.946046
903.6754146,830.0990472,2360.211227
903.5961488,830.0912395,2231.946532
903.5170235,830.0834614,2360.18991
903.4380382,830.0757127,2231.946015
903.3591926,830.0679934,2360.169344
903.2804863,830.0603034,2231.946461
903.201919,830.0526424,2360.151179
903.1234905,830.0450104,2231.94728
903.0452002,830.0374073,2360.131871
902.967048,830.0298329,2231.948352
902.8890334,830.0222872,2360.113528
902.8111561,830.0147699,2231.950648
902.7334159,830.0072811,2360.097601
902.6558122,829.9998205,2231.955398
902.5783448,829.9923881,2360.081622
902.5010134,829.9849837,2231.9573
902.4238177,829.9776072,2360.063968
902.3467574,829.9702586,2231.957785
902.269832,829.9629377,2360.047002
902.1930413,829.9556444,2231.957109
902.116385,829.9483785,2360.025139
902.0398628,829.94114,2231.957647
901.9634742,829.9339287,2360.007001
901.8872189,829.9267446,2231.957516
901.8110967,829.9195876,2359.990322
901.7351073,829.9124574,2231.957139
901.6592502,829.905354,2359.970126
901.5835253,829.8982774,2231.958197
901.5079321,829.8912273,2359.953951
901.4324703,829.8842037,2231.959014
901.3571398,829.8772065,2359.940058
901.28194,829.8702356,2231.961052
901.2068707,829.8632908,2359.921058
901.1319317,829.856372,2231.961647
901.0571225,829.8494792,2359.905326
900.9824429,829.8426123,2231.962525
900.9078926,829.835771,2359.888748
900.8334712,829.8289554,2231.96287
900.7591785,829.8221654,2359.872615
900.6850141,829.8154007,2231.963829
900.6109777,829.8086614,2359.857653
900.537069,829.8019473,2231.964092
900.4632877,829.7952583,2359.839849
900.3896335,829.7885943,2231.965751
900.3161062,829.7819553,2359.826845
900.2427053,829.775341,2231.96751
900.1694306,829.7687514,2359.81061
900.0962818,829.7621865,2231.967659
900.0232586,829.7556461,2359.794384
899.9503607,829.74913,2231.970416
899.8775878,829.7426383,2359.780769
899.8049396,829.7361708,2231.971486
899.7324158,829.7297274,2359.765462
899.6600161,829.723308,2231.97462
899.5877403,829.7169126,2359.752365
899.5155879,829.710541,2231.976633
899.4435588,829.704193,2359.738129
899.3716526,829.6978688,2231.979655
899.299869,829.691568,2359.725107
899.2282078,829.6852907,2231.978792
899.1566687,829.6790367,2359.709232
899.0852513,829.672806,2231.980227
899.0139554,829.6665985,2359.695841
898.9427807,829.660414,2231.982062
898.8717269,829.6542525,2359.680568
898.8007937,829.6481138,2231.984074
898.7299809,829.641998,2359.666408
898.6592882,829.6359048,2231.984126
898.5887152,829.6298343,2359.651836
898.5182617,829.6237862,2231.987238
898.4479273,829.6177606,2359.638327
898.3777119,829.6117573,2231.987213
898.3076151,829.6057763,2359.625096
898.2376368,829.5998174,2231.988132
898.1677765,829.5938806,2359.612197
898.098034,829.5879657,2231.989318
898.028409,829.5820727,2359.598168
897.9589013,829.5762016,2231.993194
897.8895105,829.5703521,2359.587515
897.8202366,829.5645243,2231.99258
897.751079,829.558718,2359.57147
897.6820376,829.5529331,2231.992053
897.613112,829.5471697,2359.557532
897.544302,829.5414275,2231.99224
897.4756074,829.5357064,2359.543954
897.407028,829.5300065,2231.99378
897.3385633,829.5243277,2359.533566
897.2702132,829.5186697,2231.997997
897.2019773,829.5130326,2359.522209
897.1338554,829.5074163,2232.002084
897.0658473,829.5018207,2359.513287
896.9979527,829.4962457,2232.005074
896.9301713,829.4906912,2359.50311
896.8625028,829.4851572,2232.010076
896.7949471,829.4796435,2359.490924
896.7275037,829.4741501,2232.010408
896.6601725,829.4686769,2359.478891
896.5929533,829.4632239,2232.010775
896.5258456,829.4577908,2359.466659
896.4588494,829.4523777,2232.012775
896.3919642,829.4469845,2359.455852
896.3251899,829.4416112,2232.014144
896.2585263,829.4362575,2359.443693
896.191973,829.4309234,2232.014277
896.1255298,829.425609,2359.428611
896.0591965,829.420314,2232.013083
895.9929727,829.4150384,2359.414424
895.9268584,829.4097822,2232.014011
895.860853,829.4045452,2359.405126
895.7949566,829.3993274,2232.015007
895.7291687,829.3941287,2359.393495
895.6634891,829.388949,2232.017928
895.5979176,829.3837883,2359.380865
895.532454,829.3786464,2232.017813
895.4670979,829.3735233,2359.368133
895.4018492,829.368419,2232.020499
895.3367075,829.3633333,2359.358386
895.2716727,829.3582662,2232.022892
895.2067445,829.3532177,2359.346923
895.1419226,829.3481875,2232.025271
895.077207,829.3431757,2359.338011
895.0125971,829.3381822,2232.026716
894.9480929,829.3332069,2359.327208
894.883694,829.3282497,2232.028609
894.8194003,829.3233106,2359.318262
894.7552116,829.3183895,2232.030261
894.6911274,829.3134864,2359.308323
894.6271478,829.3086011,2232.031688
894.5632723,829.3037336,2359.298171
894.4995007,829.2988838,2232.034641
894.4358329,829.2940516,2359.29073
894.3722685,829.289237,2232.039756
894.3088074,829.2844399,2359.281617
894.2454494,829.2796603,2232.040476
894.182194,829.274898,2359.270733
894.1190413,829.2701531,2232.041807
894.0559907,829.2654253,2359.260314
893.9930423,829.2607148,2232.040498
893.9301957,829.2560213,2359.246896
893.8674508,829.2513449,2232.041052
893.8048071,829.2466854,2359.236544
893.7422647,829.2420428,2232.043272
893.6798231,829.237417,2359.227494
893.6174823,829.232808,2232.046058
893.5552419,829.2282157,2359.219125
893.4931017,829.2236401,2232.049171
893.4310616,829.219081,2359.212311
893.3691212,829.2145384,2232.052193
893.3072804,829.2100122,2359.200834
893.2455389,829.2055024,2232.049649
893.1838966,829.201009,2359.186345
893.1223531,829.1965317,2232.049176
893.0609083,829.1920706,2359.175651
892.9995619,829.1876257,2232.052271
892.9383137,829.1831968,2359.169817
892.8771635,829.1787839,2232.055702
892.8161111,829.174387,2359.162071
