Training Error 0.0025,Learning Rate
835.9939301,
835.9135849,
835.8341309,
835.7555566,
835.6778504,
835.6010011,
835.5249978,
835.4498295,
835.3754855,
835.3019554,
835.2292288,
835.1572954,
835.0861453,
835.0157687,
834.9461557,
834.8772969,
834.8091828,
834.7418043,
834.6751521,
834.6092173,
834.5439909,
834.4794644,
834.4156292,
834.3524766,
834.2899985,
834.2281867,
834.167033,
834.1065295,
834.0466683,
833.9874418,
833.9288421,
833.870862,
833.813494,
833.7567307,
833.700565,
833.6449897,
833.5899978,
833.5355826,
833.4817371,
833.4284547,
833.3757287,
833.3235527,
833.2719202,
833.2208248,
833.1702604,
833.1202207,
833.0706996,
833.0216912,
832.9731893,
832.9251885,
832.8776827,
832.8306664,
832.7841339,
832.7380796,
832.6924981,
832.647384,
832.602732,
832.5585369,
832.5147934,
832.4714964,
832.4286409,
832.3862218,
832.3442343,
832.3026735,
832.2615347,
832.220813,
832.1805037,
832.1406023,
832.1011044,
832.0620052,
832.0233004,
831.9849856,
831.9470565,
831.9095088,
831.8723382,
831.8355407,
831.799112,
831.7630481,
831.727345,
831.6919988,
831.6570054,
831.6223612,
831.5880621,
831.5541045,
831.5204846,
831.4871987,
831.4542431,
831.4216144,
831.389309,
831.3573232,
831.3256538,
831.2942972,
831.26325,
831.232509,
831.2020708,
831.1719321,
831.1420898,
831.1125406,
831.0832814,
831.0543091,
831.0256207,
830.997213,
830.969083,
830.9412279,
830.9136446,
830.8863304,
830.8592823,
830.8324974,
830.805973,
830.7797064,
830.7536947,
830.7279353,
830.7024257,
830.677163,
830.6521446,
830.6273682,
830.6028309,
830.5785305,
830.5544642,
830.5306299,
830.5070248,
830.4836468,
830.4604933,
830.4375621,
830.4148509,
830.3923572,
830.3700789,
830.3480137,
830.3261594,
830.3045139,
830.2830749,
830.2618403,
830.2408079,
830.2199758,
830.1993418,
830.1789038,
830.1586599,
830.138608,
830.1187462,
830.0990725,
830.0795851,
830.0602818,
830.0411609,
830.0222205,
830.0034588,
829.9848739,
829.966464,
829.9482273,
829.9301621,
829.9122665,
829.8945389,
829.8769776,
829.8595808,
829.842347,
829.8252743,
829.8083613,
829.7916063,
829.7750076,
829.7585638,
829.7422732,
829.7261342,
829.7101454,
829.6943052,
829.6786121,
829.6630648,
829.6476616,
829.6324011,
829.617282,
829.6023027,
829.5874619,
829.5727582,
829.5581902,
829.5437565,
829.5294559,
829.515287,
829.5012484,
829.487339,
829.4735573,
829.4599021,
829.4463722,
829.4329663,
829.4196831,
829.4065215,
829.3934803,
829.3805582,
829.367754,
829.3550668,
829.3424951,
829.330038,
829.3176942,
829.3054627,
829.2933424,
829.2813321,
829.2694308,
829.2576374,
829.2459508,
829.23437,
829.2228939,
829.2115216,
829.200252,
829.1890842,
829.178017,
829.1670496,
829.1561808,
829.1454099,
829.1347358,
829.1241576,
829.1136744,
829.1032852,
829.0929891,
829.0827851,
829.0726726,
829.0626504,
829.0527178,
829.0428738,
829.0331177,
829.0234486,
829.0138656,
829.0043679,
828.9949547,
828.9856251,
828.9763784,
828.9672138,
828.9581304,
828.9491275,
828.9402043,
828.93136,
828.922594,
828.9139053,
828.9052934,
828.8967574,
828.8882966,
828.8799104,
828.8715979,
828.8633586,
828.8551916,
828.8470964,
828.8390721,
828.8311182,
828.823234,
828.8154188,
828.807672,
828.7999928,
828.7923807,
828.7848351,
828.7773552,
828.7699405,
828.7625904,
828.7553042,
828.7480813,
828.7409212,
828.7338232,
828.7267868,
828.7198114,
828.7128964,
828.7060412,
828.6992453,
828.6925081,
828.6858291,
828.6792077,
828.6726434,
828.6661357,
828.6596839,
828.6532876,
828.6469463,
828.6406595,
828.6344266,
828.6282471,
828.6221206,
828.6160466,
828.6100245,
828.6040538,
828.5981342,
828.592265,
828.586446,
828.5806765,
828.5749561,
828.5692845,
828.563661,
828.5580853,
828.5525569,
828.5470755,
828.5416405,
828.5362515,
828.5309081,
828.5256099,
828.5203564,
828.5151474,
828.5099822,
828.5048606,
828.4997822,
828.4947465,
828.4897531,
828.4848017,
828.4798918,
828.4750232,
828.4701954,
828.465408,
828.4606607,
828.4559531,
828.4512848,
828.4466555,
828.4420648,
828.4375125,
828.432998,
828.4285211,
828.4240815,
828.4196787,
828.4153125,
828.4109826,
828.4066885,
828.40243,
828.3982068,
828.3940185,
828.3898649,
828.3857455,
828.3816601,
828.3776084,
828.3735901,
828.3696049,
828.3656524,
828.3617325,
828.3578447,
828.3539888,
828.3501645,
828.3463716,
828.3426097,
828.3388786,
828.335178,
828.3315075,
828.3278671,
828.3242563,
828.3206749,
828.3171227,
828.3135994,
828.3101047,
828.3066384,
828.3032002,
828.2997899,
828.2964072,
828.2930519,
828.2897237,
828.2864223,
828.2831477,
828.2798994,
828.2766774,
828.2734813,
828.2703109,
828.2671659,
828.2640463,
828.2609517,
828.2578819,
828.2548367,
828.2518159,
828.2488192,
828.2458465,
828.2428976,
828.2399722,
828.2370701,
828.2341911,
828.231335,
828.2285017,
828.2256908,
828.2229023,
828.2201359,
828.2173914,
828.2146687,
828.2119675,
828.2092876,
828.206629,
828.2039913,
828.2013744,
828.1987781,
828.1962022,
828.1936466,
828.1911112,
828.1885956,
828.1860997,
828.1836234,
828.1811665,
828.1787288,
828.1763102,
828.1739105,
828.1715295,
828.169167,
828.166823,
828.1644972,
828.1621895,
828.1598997,
828.1576277,
828.1553734,
828.1531365,
828.1509169,
828.1487145,
828.1465291,
828.1443606,
828.1422088,
828.1400736,
828.1379548,
828.1358524,
828.1337661,
828.1316958,
828.1296414,
828.1276028,
828.1255798,
828.1235723,
828.1215801,
828.1196032,
828.1176413,
828.1156944,
828.1137623,
828.1118449,
828.1099422,
828.1080538,
828.1061798,
828.1043201,
828.1024744,
828.1006427,
828.0988248,
828.0970207,
828.0952301,
828.0934532,
828.0916895,
828.0899392,
828.088202,
828.0864779,
828.0847667,
828.0830684,
828.0813828,
828.0797098,
828.0780493,
828.0764012,
828.0747654,
828.0731419,
828.0715304,
828.0699309,
828.0683433,
828.0667676,
828.0652035,
828.063651,
828.06211,
828.0605804,
828.0590621,
828.0575551,
828.0560591,
828.0545742,
828.0531003,
828.0516372,
828.0501848,
828.0487431,
828.047312,
828.0458914,
828.0444812,
828.0430813,
828.0416917,
828.0403122,
828.0389427,
828.0375832,
828.0362337,
828.0348939,
828.0335639,
828.0322436,
828.0309328,
828.0296315,
828.0283396,
828.0270571,
828.0257838,
828.0245198,
828.0232648,
828.0220189,
828.020782,
828.0195539,
828.0183347,
828.0171242,
828.0159224,
828.0147291,
828.0135445,
828.0123682,
828.0112004,
828.0100409,
828.0088897,
828.0077467,
828.0066118,
828.0054849,
828.0043661,
828.0032551,
828.0021521,
828.0010568,
827.9999693,
827.9988895,
827.9978172,
827.9967525,
827.9956953,
827.9946456,
827.9936032,
827.9925681,
827.9915403,
827.9905197,
827.9895062,
827.9884998,
827.9875004,
827.986508,
827.9855225,
827.9845438,
827.983572,
827.9826069,
827.9816485,
827.9806967,
827.9797515,
827.9788129,
827.9778807,
827.9769549,
827.9760356,
827.9751225,
827.9742158,
827.9733153,
827.9724209,
827.9715327,
827.9706506,
827.9697745,
827.9689044,
827.9680402,
827.9671819,
827.9663295,
827.9654828,
827.9646419,
827.9638068,
827.9629772,
827.9621533,
827.961335,
827.9605222,
827.9597149,
827.9589131,
827.9581166,
827.9573255,
827.9565397,
827.9557593,
827.954984,
827.9542139,
827.953449,
827.9526892,
827.9519345,
827.9511848,
827.9504401,
827.9497003,
827.9489655,
827.9482356,
827.9475105,
827.9467902,
827.9460746,
827.9453638,
827.9446577,
827.9439563,
827.9432595,
827.9425673,
827.9418796,
827.9411964,
827.9405177,
827.9398435,
827.9391737,
827.9385082,
827.9378471,
827.9371903,
827.9365378,
827.9358896,
827.9352455,
827.9346057,
827.93397,
827.9333384,
827.9327109,
827.9320874,
827.931468,
827.9308526,
827.9302411,
827.9296336,
827.92903,
827.9284302,
827.9278343,
827.9272423,
827.926654,
827.9260694,
827.9254886,
827.9249115,
827.9243381,
827.9237683,
827.9232022,
827.9226396,
827.9220806,
827.9215252,
827.9209732,
827.9204248,
827.9198798,
827.9193383,
827.9188001,
827.9182653,
827.9177339,
827.9172059,
827.9166811,
827.9161597,
827.9156414,
827.9151265,
827.9146147,
827.9141061,
827.9136007,
827.9130984,
827.9125993,
827.9121032,
827.9116103,
827.9111203,
827.9106334,
827.9101495,
827.9096686,
827.9091907,
827.9087156,
827.9082436,
827.9077744,
827.907308,
827.9068446,
827.9063839,
827.9059261,
827.9054711,
827.9050188,
827.9045693,
827.9041226,
827.9036785,
827.9032371,
827.9027985,
827.9023624,
827.901929,
827.9014982,
827.90107,
827.9006444,
827.9002214,
827.8998009,
827.8993829,
827.8989674,
827.8985544,
827.8981439,
827.8977358,
827.8973301,
827.8969269,
827.8965261,
827.8961276,
827.8957315,
827.8953378,
827.8949464,
827.8945573,
827.8941705,
827.893786,
827.8934038,
827.8930238,
827.892646,
827.8922705,
827.8918972,
827.891526,
827.891157,
827.8907902,
827.8904255,
827.890063,
827.8897025,
827.8893442,
827.8889879,
827.8886337,
827.8882816,
827.8879315,
827.8875834,
827.8872373,
827.8868932,
827.8865511,
827.886211,
827.8858728,
827.8855366,
827.8852023,
827.8848699,
827.8845394,
827.8842108,
827.8838841,
827.8835592,
827.8832362,
827.882915,
827.8825956,
827.8822781,
827.8819623,
827.8816484,
827.8813362,
827.8810257,
827.8807171,
827.8804101,
827.8801049,
827.8798014,
827.8794996,
827.8791995,
827.8789011,
827.8786043,
827.8783092,
827.8780157,
827.8777239,
827.8774337,
827.8771451,
827.8768581,
827.8765727,
827.8762889,
827.8760066,
827.875726,
827.8754468,
827.8751692,
827.8748931,
827.8746186,
827.8743455,
827.874074,
827.8738039,
827.8735353,
827.8732682,
827.8730025,
827.8727383,
827.8724755,
827.8722141,
827.8719542,
827.8716957,
827.8714385,
827.8711828,
827.8709285,
827.8706755,
827.8704239,
827.8701736,
827.8699247,
827.8696771,
827.8694309,
827.8691859,
827.8689423,
827.8687,
827.868459,
827.8682192,
827.8679808,
827.8677436,
827.8675077,
827.867273,
827.8670396,
827.8668074,
827.8665764,
827.8663466,
827.8661181,
827.8658908,
827.8656646,
827.8654397,
827.8652159,
827.8649933,
827.8647719,
827.8645516,
827.8643325,
827.8641145,
827.8638977,
827.863682,
827.8634674,
827.863254,
827.8630416,
827.8628303,
827.8626202,
827.8624111,
827.8622031,
827.8619962,
827.8617903,
827.8615855,
827.8613818,
827.8611791,
827.8609774,
827.8607768,
827.8605772,
827.8603786,
827.860181,
827.8599845,
827.8597889,
827.8595944,
827.8594008,
827.8592082,
827.8590166,
827.8588259,
827.8586363,
827.8584475,
827.8582598,
827.8580729,
827.8578871,
827.8577021,
827.8575181,
827.857335,
827.8571528,
827.8569716,
827.8567912,
827.8566117,
827.8564332,
827.8562555,
827.8560787,
827.8559028,
827.8557278,
827.8555536,
827.8553803,
827.8552079,
827.8550363,
827.8548655,
827.8546956,
827.8545266,
827.8543583,
827.8541909,
