Training Error,Learning Rate
1118.1943542972715,0.0055000000000000005
1118.1943542972715
1469.001403898535
3087.469082881149
2797.8287573975545
3680.8261477939095
2143.2993842096785
3660.5087300330897
2049.8643313414786
3524.2005366386197
2064.918919082337
3404.015808171694
2068.491705119332
3270.769519545851
2084.5821222174095
3135.351901546985
2102.0134281718797
2997.7480320285476
2118.9126547125934
2860.503719357131
2131.4322747575247
2725.364177019309
2136.70210924446
2594.0551856047487
2132.4763893430127
2468.096094711926
2117.4865314141853
2348.754312780332
2091.6525205850135
2237.0303609229154
2056.008236615787
2133.614805275702
2012.5288953748923
2038.9419000330843
1963.691252513292
1953.1881947368697
1912.097719567776
1876.314748332018
1860.1291547794071
1808.0949059489133
1809.7458836105457
1748.1222392620073
1762.362237352795
1695.8537461414728
1718.8985798375202
1650.650513468826
1679.8018355081763
1611.8045339140804
1645.1774651120522
1578.598113716136
1614.880131177423
1550.3238931899944
1588.5975758383952
1526.3054548496941
1565.9339444388863
1505.9197196305051
1546.4533663546836
1488.6076647875439
1529.72163989542
1473.871194138141
1515.329588987654
1461.2759313700094
1502.9024367696509
1450.4490989389988
1492.1108577881325
1441.0795454918386
1482.675306102322
1432.903292156242
1474.3500895318266
1425.7003446729946
1466.9386166923962
1419.2962975382677
1460.2748051480066
1413.5467129766475
1454.2259191007156
1408.3322125432512
1448.683609663879
1403.5647476175336
1443.5645479437571
1399.1717892492916
1438.802376553151
1395.0945827357789
1434.3415109864907
1391.2837388590888
1430.1368848452273
1387.705496675908
1426.1562798438908
1384.3297032327366
1422.3742453770658
1381.1296217378629
1418.7670382980305
1378.092607242718
1415.316508864893
1375.1955497307777
1412.0063978952198
1372.4259107387022
1408.8251705157645
1369.7760499733774
1405.7627654331718
1367.2348478326153
1402.8111095456898
1364.7936631309828
1399.9610371773992
1362.4458038838152
1397.2061958836764
1360.1839137406043
1394.54044276125
1358.0033676332255
1391.9578954246358
1355.897856371316
1389.4519897624018
1353.8601642069157
1387.0177123161932
1351.887063960062
1384.6506752627124
1349.9762763186975
1382.3505463775684
1348.1243193023965
1380.11015819162
1346.3263053435605
1377.929159395533
1344.5801356218733
1375.8012192561948
1342.8828475707085
1373.7276735212188
1341.232139259261
1371.7032609527355
1339.6246023797105
1369.7250011454287
1338.0571401225625
1367.7919386086041
1336.5319072923512
1365.9029133385907
1335.042767671268
1364.0558779993808
1333.590946301505
1362.2507850997047
1332.174535301036
1360.4817357295674
1330.790999463519
1358.7497017917758
1329.4386041319933
1357.0536269810034
1328.1164826518102
1355.3915102102583
1326.8245981392172
1353.763102229579
1325.5591321847012
1352.1658304847037
1324.323018530053
1350.6012277072791
1323.1120076316386
1349.066138823803
1321.9260673136682
1347.557440373636
1320.7631905338462
1346.079672980209
1319.6292001482318
1344.6316719087754
1318.5161120112136
1343.2082384002335
1317.4261565554893
1341.8141814165858
1316.357528517371
1340.443008555053
1315.3097331520014
1339.0974855042548
1314.282923083817
1337.7758106109097
1313.2730059105584
1336.477524640767
1312.2877502830772
1335.2041671701124
1311.3182606217526
1333.9511281419743
1310.3675979378831
1332.7219709119431
1309.4361569917146
1331.5143381506216
1308.520309617935
1330.3258089883507
1307.62170247303
1329.1593624136697
1306.741218123715
1328.013519479796
1305.8753593366073
1326.886532411474
1305.0262807745053
1325.7797870977092
1304.1937576728367
1324.694068202471
1303.376781651606
1323.6259007958192
1302.5748800227864
1322.5773682313354
1301.7883206210117
1321.545444719152
1301.0128957645059
1320.5318469269496
1300.2530691170198
1319.5329161545696
1299.5065489351728
1318.5525912359917
1298.7740483018288
1317.5905100374202
1298.0537506396463
1316.6432709811747
1297.3467035976687
1315.7112612689316
1296.652949769271
1314.798950598346
1295.970502130367
1313.899639027801
1295.3017333772696
1313.0142876754037
1294.6427292031276
1312.1446158661847
1293.9954020014275
1311.2883063818058
1293.3601108405828
1310.449962306588
1292.7377562955592
1309.6240897845855
1292.1243528498912
1308.812341499135
1291.522597825396
1308.0146098274977
1290.9315624403005
1307.2297178741378
1290.3506008633215
1306.4596013027926
1289.7805620970032
1305.701560672536
1289.2202082098634
1304.9574887087315
1288.6692157707614
1304.2235199127554
1288.1269577825024
1303.5034481479493
1287.5951845451543
1302.7936869177765
1287.0713073977568
1302.095226209246
1286.555653294914
1301.4096240018964
1286.05048927368
1300.7349254037033
1285.5528043645056
1300.071767165179
1285.06504183209
1299.4209219549598
1284.5855778653543
1298.780320858188
1284.1141139317808
1298.1503280596812
1283.651067719003
1297.530420130967
1283.1943073011703
1296.9209693207179
1282.746717009177
1296.321250763171
1282.307719755214
1295.7341308203409
1281.875153751022
1295.1549100018103
1281.4502631641305
1294.5861575877123
1281.033642856548
1294.0259328934283
1280.6225630744507
1293.474547649613
1280.2178130955654
1292.9315599980025
1279.820058306593
1292.3986725175669
1279.4285209813513
1291.8742544073102
1279.0459485946642
1291.3588728276527
1278.6695266224322
1290.8543956491974
1278.3001927768928
1290.3552221972395
1277.9350129971301
1289.8659796229751
1277.5774298146082
1289.3841730547144
1277.2254152098417
1288.9112441340264
1276.8786986641453
1288.4450901043224
1276.5383470691265
1287.986340306401
1276.2032934587737
1287.5352878368121
1275.8729735128861
1287.0900172212255
1275.548947151827
1286.6545407296253
1275.2318654810642
1286.225738898613
1274.9198671672964
1285.8038856886346
1274.61101957979
1285.3894683205476
1274.3089810768192
1284.9823742997153
1274.0132967153907
1284.5806384628406
1273.720170014294
1284.185132617593
1273.4325444051126
1283.7971945848417
1273.1501940124392
1283.415372945507
