Training Error 0.001,Learning Rate
851.7262728,
851.604834,
851.4842695,
851.3645694,
851.2457243,
851.127725,
851.0105623,
850.8942272,
850.7787107,
850.6640042,
850.5500988,
850.4369863,
850.3246582,
850.2131061,
850.1023222,
849.9922982,
849.8830263,
849.7744987,
849.6667079,
849.5596461,
849.453306,
849.3476802,
849.2427615,
849.1385428,
849.0350171,
848.9321773,
848.8300167,
848.7285285,
848.6277061,
848.527543,
848.4280326,
848.3291687,
848.2309451,
848.1333553,
848.0363933,
847.9400533,
847.844329,
847.7492148,
847.6547049,
847.5607935,
847.4674751,
847.3747439,
847.2825947,
847.191022,
847.1000204,
847.0095848,
846.9197099,
846.8303906,
846.7416218,
846.6533985,
846.5657159,
846.478569,
846.391953,
846.3058634,
846.2202953,
846.135244,
846.0507052,
845.9666742,
845.8831467,
845.8001182,
845.7175844,
845.6355411,
845.553984,
845.4729089,
845.3923118,
845.3121885,
845.232535,
845.1533473,
845.0746216,
844.9963539,
844.9185406,
844.8411777,
844.7642614,
844.6877883,
844.6117545,
844.5361565,
844.4609907,
844.3862536,
844.3119418,
844.2380517,
844.1645801,
844.0915236,
844.0188787,
843.9466423,
843.8748111,
843.8033819,
843.7323515,
843.6617168,
843.5914747,
843.5216222,
843.4521562,
843.3830739,
843.314372,
843.2460477,
843.1780983,
843.1105207,
843.0433123,
842.97647,
842.9099914,
842.8438735,
842.7781137,
842.7127093,
842.6476576,
842.582956,
842.518602,
842.4545929,
842.3909263,
842.3275996,
842.2646103,
842.201956,
842.1396342,
842.0776426,
842.0159787,
841.9546403,
841.8936249,
841.8329303,
841.7725542,
841.7124943,
841.6527485,
841.5933143,
841.5341898,
841.4753728,
841.4168609,
841.3586523,
841.3007446,
841.243136,
841.1858242,
841.1288073,
841.0720832,
841.0156499,
840.9595054,
840.9036479,
840.8480752,
840.7927856,
840.7377771,
840.6830478,
840.6285958,
840.5744193,
840.5205165,
840.4668855,
840.4135246,
840.3604319,
840.3076058,
840.2550443,
840.2027459,
840.1507087,
840.0989311,
840.0474115,
839.996148,
839.9451392,
839.8943833,
839.8438787,
839.7936238,
839.743617,
839.6938568,
839.6443415,
839.5950695,
839.5460395,
839.4972498,
839.448699,
839.4003854,
839.3523077,
839.3044644,
839.2568539,
839.209475,
839.1623261,
839.1154058,
839.0687127,
839.0222454,
838.9760025,
838.9299826,
838.8841844,
838.8386066,
838.7932478,
838.7481066,
838.7031817,
838.6584719,
838.6139759,
838.5696924,
838.52562,
838.4817575,
838.4381038,
838.3946574,
838.3514173,
838.3083822,
838.2655508,
838.222922,
838.1804946,
838.1382674,
838.0962392,
838.0544089,
838.0127753,
837.9713373,
837.9300937,
837.8890433,
837.8481852,
837.8075181,
837.7670409,
837.7267527,
837.6866522,
837.6467385,
837.6070104,
837.567467,
837.528107,
837.4889296,
837.4499336,
837.411118,
837.3724819,
837.3340242,
837.2957439,
837.2576401,
837.2197116,
837.1819576,
837.1443771,
837.106969,
837.0697326,
837.0326667,
836.9957704,
836.9590428,
836.922483,
836.8860901,
836.8498631,
836.8138011,
836.7779032,
836.7421686,
836.7065963,
836.6711854,
836.6359352,
836.6008446,
836.5659128,
836.531139,
836.4965224,
836.462062,
836.427757,
836.3936066,
836.3596099,
836.3257662,
836.2920746,
836.2585343,
836.2251445,
836.1919044,
836.1588132,
836.1258701,
836.0930744,
836.0604252,
836.0279217,
835.9955633,
835.963349,
835.9312783,
835.8993503,
835.8675642,
835.8359194,
835.8044151,
835.7730505,
835.741825,
835.7107377,
835.6797881,
835.6489753,
835.6182987,
835.5877576,
835.5573512,
835.5270789,
835.4969399,
835.4669337,
835.4370594,
835.4073165,
835.3777042,
835.3482219,
835.318869,
835.2896447,
835.2605484,
835.2315795,
835.2027373,
835.1740211,
835.1454303,
835.1169643,
835.0886225,
835.0604042,
835.0323088,
835.0043357,
834.9764842,
834.9487539,
834.9211439,
834.8936539,
834.8662831,
834.8390309,
834.8118968,
834.7848801,
834.7579804,
834.731197,
834.7045292,
834.6779766,
834.6515386,
834.6252146,
834.5990041,
834.5729064,
834.546921,
834.5210474,
834.495285,
834.4696333,
834.4440918,
834.4186598,
834.3933368,
834.3681224,
834.343016,
834.318017,
834.293125,
834.2683393,
834.2436596,
834.2190852,
834.1946157,
834.1702505,
834.1459892,
834.1218312,
834.0977761,
834.0738233,
834.0499724,
834.0262228,
834.002574,
833.9790257,
833.9555773,
833.9322282,
833.9089782,
833.8858266,
833.8627729,
833.8398169,
833.8169578,
833.7941954,
833.771529,
833.7489584,
833.7264829,
833.7041023,
833.6818159,
833.6596234,
833.6375243,
833.6155182,
833.5936046,
833.571783,
833.5500532,
833.5284146,
833.5068667,
833.4854092,
833.4640417,
833.4427637,
833.4215748,
833.4004744,
833.3794624,
833.3585382,
833.3377015,
833.3169518,
833.2962886,
833.2757117,
833.2552206,
833.2348149,
833.2144941,
833.194258,
833.1741061,
833.154038,
833.1340533,
833.1141517,
833.0943327,
833.0745959,
833.0549411,
833.0353677,
833.0158755,
832.9964641,
832.977133,
832.9578819,
832.9387104,
832.9196182,
832.900605,
832.8816703,
832.8628137,
832.8440349,
832.8253337,
832.8067095,
832.7881621,
832.769691,
832.751296,
832.7329768,
832.7147329,
832.6965639,
832.6784697,
832.6604497,
832.6425038,
832.6246315,
832.6068325,
832.5891065,
832.5714531,
832.553872,
832.5363629,
832.5189255,
832.5015593,
832.4842642,
832.4670398,
832.4498858,
832.4328017,
832.4157874,
832.3988426,
832.3819668,
832.3651598,
832.3484213,
832.3317509,
832.3151485,
832.2986135,
832.2821458,
832.2657451,
832.249411,
832.2331433,
832.2169416,
832.2008056,
832.1847351,
832.1687298,
832.1527893,
832.1369135,
832.1211019,
832.1053543,
832.0896705,
832.07405,
832.0584928,
832.0429983,
832.0275665,
832.012197,
831.9968895,
831.9816438,
831.9664595,
831.9513365,
831.9362745,
831.921273,
831.906332,
831.891451,
831.87663,
831.8618685,
831.8471664,
831.8325233,
831.817939,
831.8034133,
831.7889459,
831.7745365,
831.7601849,
831.7458908,
831.731654,
831.7174742,
831.7033511,
831.6892845,
831.6752742,
831.66132,
831.6474215,
831.6335785,
831.6197908,
831.6060582,
831.5923804,
831.5787571,
831.5651881,
831.5516732,
831.5382122,
831.5248048,
831.5114507,
831.4981498,
831.4849018,
831.4717064,
831.4585635,
831.4454729,
831.4324342,
831.4194473,
831.4065119,
831.3936279,
831.380795,
831.3680129,
831.3552814,
831.3426004,
831.3299696,
831.3173888,
831.3048577,
831.2923763,
831.2799442,
831.2675612,
831.2552271,
831.2429417,
831.2307049,
831.2185163,
831.2063758,
831.1942832,
831.1822382,
831.1702407,
831.1582904,
831.1463873,
831.1345309,
831.1227212,
831.110958,
831.0992409,
831.08757,
831.0759449,
831.0643654,
831.0528314,
831.0413427,
831.029899,
831.0185002,
831.0071461,
830.9958364,
830.9845711,
830.9733499,
830.9621726,
830.951039,
830.939949,
830.9289023,
830.9178989,
830.9069384,
830.8960207,
830.8851456,
830.874313,
830.8635227,
830.8527744,
830.842068,
830.8314034,
830.8207803,
830.8101985,
830.799658,
830.7891585,
830.7786998,
830.7682818,
830.7579044,
830.7475672,
830.7372702,
830.7270132,
830.716796,
830.7066184,
830.6964804,
830.6863816,
830.676322,
830.6663013,
830.6563195,
830.6463764,
830.6364717,
830.6266054,
830.6167772,
830.6069871,
830.5972348,
830.5875202,
830.5778431,
830.5682034,
830.5586009,
830.5490354,
830.5395068,
830.530015,
830.5205598,
830.511141,
830.5017585,
830.4924121,
830.4831017,
830.4738272,
830.4645883,
830.455385,
830.446217,
830.4370843,
830.4279866,
830.4189239,
830.409896,
830.4009028,
830.391944,
830.3830196,
830.3741294,
830.3652733,
830.3564511,
830.3476627,
830.338908,
830.3301868,
830.3214989,
830.3128443,
830.3042227,
830.2956341,
830.2870784,
830.2785553,
830.2700647,
830.2616066,
830.2531807,
830.244787,
830.2364253,
830.2280955,
830.2197974,
830.2115309,
830.2032959,
830.1950923,
830.1869199,
830.1787785,
830.1706681,
830.1625886,
830.1545398,
830.1465215,
830.1385337,
830.1305763,
830.122649,
830.1147518,
830.1068846,
830.0990472,
830.0912395,
830.0834614,
830.0757127,
830.0679934,
830.0603034,
830.0526424,
830.0450104,
830.0374073,
830.0298329,
830.0222872,
830.0147699,
830.0072811,
829.9998205,
829.9923881,
829.9849837,
829.9776072,
829.9702586,
829.9629377,
829.9556444,
829.9483785,
829.94114,
829.9339287,
829.9267446,
829.9195876,
829.9124574,
829.905354,
829.8982774,
829.8912273,
829.8842037,
829.8772065,
829.8702356,
829.8632908,
829.856372,
829.8494792,
829.8426123,
829.835771,
829.8289554,
829.8221654,
829.8154007,
829.8086614,
829.8019473,
829.7952583,
829.7885943,
829.7819553,
829.775341,
829.7687514,
829.7621865,
829.7556461,
829.74913,
829.7426383,
829.7361708,
829.7297274,
829.723308,
829.7169126,
829.710541,
829.704193,
829.6978688,
829.691568,
829.6852907,
829.6790367,
829.672806,
829.6665985,
829.660414,
829.6542525,
829.6481138,
829.641998,
829.6359048,
829.6298343,
829.6237862,
829.6177606,
829.6117573,
829.6057763,
829.5998174,
829.5938806,
829.5879657,
829.5820727,
829.5762016,
829.5703521,
829.5645243,
829.558718,
829.5529331,
829.5471697,
829.5414275,
829.5357064,
829.5300065,
829.5243277,
829.5186697,
829.5130326,
829.5074163,
829.5018207,
829.4962457,
829.4906912,
829.4851572,
829.4796435,
829.4741501,
829.4686769,
829.4632239,
829.4577908,
829.4523777,
829.4469845,
829.4416112,
829.4362575,
829.4309234,
829.425609,
829.420314,
829.4150384,
829.4097822,
829.4045452,
829.3993274,
829.3941287,
829.388949,
829.3837883,
829.3786464,
829.3735233,
829.368419,
829.3633333,
829.3582662,
829.3532177,
829.3481875,
829.3431757,
829.3381822,
829.3332069,
829.3282497,
829.3233106,
829.3183895,
829.3134864,
829.3086011,
829.3037336,
829.2988838,
829.2940516,
829.289237,
829.2844399,
829.2796603,
829.274898,
829.2701531,
829.2654253,
829.2607148,
829.2560213,
829.2513449,
829.2466854,
829.2420428,
829.237417,
829.232808,
829.2282157,
829.2236401,
829.219081,
829.2145384,
829.2100122,
829.2055024,
829.201009,
829.1965317,
829.1920706,
829.1876257,
829.1831968,
829.1787839,
829.174387,
