Training Error 0.0004,Learning Rate
910.7559659,
910.3879194,
910.0226231,
909.660049,
909.3001692,
908.9429564,
908.5883837,
908.2364242,
907.8870516,
907.54024,
907.1959638,
906.8541973,
906.5149151,
906.1780929,
905.8437063,
905.5117306,
905.1821424,
904.8549176,
904.5300334,
904.2074664,
903.887194,
903.5691937,
903.2534433,
902.9399206,
902.6286041,
902.3194725,
902.0125043,
901.7076787,
901.4049753,
901.1043733,
900.8058529,
900.5093939,
900.2149766,
899.9225814,
899.6321893,
899.3437812,
899.057338,
898.7728416,
898.4902732,
898.2096148,
897.9308484,
897.6539564,
897.3789212,
897.1057256,
896.8343521,
896.564784,
896.2970046,
896.0309974,
895.7667456,
895.5042338,
895.2434455,
894.9843648,
894.7269762,
894.4712644,
894.2172138,
893.9648095,
893.7140364,
893.4648799,
893.2173255,
892.9713583,
892.7269646,
892.4841297,
892.24284,
892.0030816,
891.7648406,
891.528104,
891.2928581,
891.0590898,
890.826786,
890.5959338,
890.3665203,
890.1385329,
889.911959,
889.6867863,
889.4630027,
889.2405959,
889.019554,
888.7998653,
888.5815178,
888.3644999,
888.1488003,
887.9344079,
887.721311,
887.5094986,
887.29896,
887.0896841,
886.88166,
886.6748775,
886.4693257,
886.2649944,
886.0618732,
885.8599517,
885.6592201,
885.4596683,
885.2612864,
885.0640647,
884.8679934,
884.673063,
884.4792641,
884.2865872,
884.0950229,
883.9045621,
883.7151958,
883.5269149,
883.3397106,
883.1535742,
882.9684967,
882.7844694,
882.601484,
882.419532,
882.238605,
882.0586944,
881.8797923,
881.7018907,
881.5249812,
881.3490561,
881.1741075,
881.0001276,
880.8271085,
880.6550426,
880.4839225,
880.3137405,
880.1444893,
879.9761614,
879.8087497,
879.6422468,
879.4766458,
879.3119395,
879.1481208,
878.985183,
878.8231192,
878.6619224,
878.5015861,
878.3421035,
878.1834681,
878.0256732,
877.8687124,
877.7125795,
877.5572678,
877.4027713,
877.2490838,
877.0961989,
876.9441106,
876.7928129,
876.6422998,
876.4925653,
876.3436037,
876.195409,
876.0479752,
875.9012971,
875.7553688,
875.6101847,
875.4657392,
875.3220269,
875.1790423,
875.0367801,
874.8952348,
874.7544012,
874.6142741,
874.474848,
874.3361181,
874.1980792,
874.0607264,
873.9240543,
873.7880583,
873.6527332,
873.5180742,
873.3840768,
873.2507358,
873.1180466,
872.9860046,
872.8546051,
872.7238434,
872.5937151,
872.4642154,
872.33534,
872.2070845,
872.0794444,
871.9524155,
871.8259933,
871.7001735,
871.574952,
871.4503243,
871.3262865,
871.2028344,
871.079964,
870.9576709,
870.8359515,
870.7148015,
870.5942171,
870.4741943,
870.3547291,
870.235818,
870.1174569,
869.9996421,
869.8823697,
869.7656364,
869.649438,
869.5337712,
869.4186323,
869.3040176,
869.1899236,
869.0763468,
868.9632835,
868.8507306,
868.7386844,
868.6271416,
868.5160989,
868.4055527,
868.2954998,
868.1859369,
868.0768608,
867.9682682,
867.8601559,
867.7525206,
867.6453595,
867.5386691,
867.4324465,
867.3266886,
867.2213922,
867.1165544,
867.0121721,
866.9082424,
866.8047625,
866.7017293,
866.59914,
866.4969915,
866.3952812,
866.2940062,
866.1931637,
866.0927508,
865.9927649,
865.8932032,
865.794063,
865.6953415,
865.5970361,
865.4991443,
865.4016634,
865.3045907,
865.2079237,
865.1116598,
865.0157965,
864.9203312,
864.8252614,
864.7305847,
864.6362986,
864.5424008,
864.4488886,
864.3557598,
864.263012,
864.1706428,
864.0786499,
863.987031,
863.8957837,
863.8049057,
863.7143949,
863.6242489,
863.5344654,
863.4450423,
863.3559775,
863.2672687,
863.1789138,
863.0909106,
863.0032569,
862.9159508,
862.8289899,
862.7423724,
862.6560961,
862.570159,
862.484559,
862.3992941,
862.3143624,
862.2297619,
862.1454906,
862.0615465,
861.9779277,
861.8946323,
861.8116584,
861.7290041,
861.6466674,
861.5646466,
861.4829398,
861.4015451,
861.3204608,
861.239685,
861.1592159,
861.0790517,
860.9991907,
860.9196312,
860.8403714,
860.7614095,
860.6827439,
860.6043728,
860.5262946,
860.4485077,
860.3710102,
860.2938006,
860.2168773,
860.1402385,
860.0638828,
859.9878085,
859.912014,
859.8364977,
859.7612581,
859.6862935,
859.6116027,
859.5371837,
859.4630354,
859.389156,
859.3155442,
859.2421984,
859.1691172,
859.0962991,
859.0237426,
858.9514462,
858.8794086,
858.8076284,
858.7361041,
858.6648343,
858.5938176,
858.5230528,
858.4525383,
858.3822728,
858.312255,
858.2424835,
858.1729569,
858.1036741,
858.0346337,
857.9658343,
857.8972747,
857.8289535,
857.7608696,
857.6930216,
857.6254082,
857.5580283,
857.4908806,
857.4239638,
857.3572768,
857.2908183,
857.2245871,
857.158582,
857.0928018,
857.0272454,
856.9619115,
856.8967991,
856.8319069,
856.7672339,
856.7027789,
856.6385407,
856.5745182,
856.5107103,
856.4471159,
856.3837339,
856.3205632,
856.2576027,
856.1948514,
856.1323083,
856.0699721,
856.0078418,
855.9459164,
855.8841949,
855.8226763,
855.7613594,
855.7002433,
855.639327,
855.5786095,
855.5180897,
855.4577667,
855.3976396,
855.3377072,
855.2779687,
855.2184231,
855.1590694,
855.0999066,
855.0409339,
854.9821502,
854.9235548,
854.8651465,
854.8069245,
854.7488879,
854.6910358,
854.6333673,
854.5758814,
854.5185773,
854.4614541,
854.404511,
854.3477469,
854.2911611,
854.2347528,
854.178521,
854.122465,
854.0665838,
854.0108766,
853.9553426,
853.899981,
853.8447909,
853.7897716,
853.7349222,
853.6802418,
853.6257298,
853.5713853,
853.5172075,
853.4631957,
853.409349,
853.3556667,
853.3021479,
853.248792,
853.1955982,
853.1425657,
853.0896938,
853.0369817,
852.9844287,
852.932034,
852.8797969,
852.8277168,
852.7757927,
852.7240241,
852.6724103,
852.6209504,
852.5696439,
852.51849,
852.467488,
852.4166372,
852.365937,
852.3153866,
852.2649853,
852.2147326,
852.1646277,
852.11467,
852.0648588,
852.0151934,
851.9656733,
851.9162976,
851.8670659,
851.8179773,
851.7690315,
851.7202276,
851.671565,
851.6230432,
851.5746614,
851.5264192,
851.4783158,
851.4303507,
851.3825232,
851.3348328,
851.2872789,
851.2398608,
851.1925779,
851.1454298,
851.0984157,
851.0515351,
851.0047875,
850.9581722,
850.9116886,
850.8653363,
850.8191147,
850.7730231,
850.7270611,
850.681228,
850.6355234,
850.5899466,
850.5444972,
850.4991746,
850.4539783,
850.4089077,
850.3639622,
850.3191414,
850.2744447,
850.2298717,
850.1854218,
850.1410944,
850.0968891,
850.0528054,
850.0088427,
849.9650005,
849.9212784,
849.8776759,
849.8341924,
849.7908274,
849.7475805,
849.7044512,
849.661439,
849.6185434,
849.5757639,
849.5331002,
849.4905516,
849.4481177,
849.4057981,
849.3635923,
849.3214998,
849.2795202,
849.237653,
849.1958977,
849.154254,
849.1127213,
849.0712992,
849.0299873,
848.9887852,
848.9476922,
848.9067082,
848.8658326,
848.8250649,
848.7844048,
848.7438518,
848.7034056,
848.6630656,
848.6228315,
848.5827028,
848.5426792,
848.5027602,
848.4629454,
848.4232345,
848.3836269,
848.3441223,
848.3047203,
848.2654205,
848.2262225,
848.1871259,
848.1481304,
848.1092354,
848.0704407,
848.0317459,
847.9931504,
847.9546541,
847.9162565,
847.8779572,
847.8397559,
847.8016521,
847.7636456,
847.7257359,
847.6879226,
847.6502055,
847.6125841,
847.5750581,
847.5376271,
847.5002907,
847.4630487,
847.4259006,
847.3888461,
847.3518849,
847.3150166,
847.2782409,
847.2415574,
847.2049657,
847.1684656,
847.1320567,
847.0957386,
847.0595111,
847.0233737,
846.9873262,
846.9513682,
846.9154995,
846.8797196,
846.8440282,
846.8084251,
846.7729098,
846.7374822,
846.7021418,
846.6668883,
846.6317215,
846.596641,
846.5616466,
846.5267378,
846.4919144,
846.4571761,
846.4225226,
846.3879535,
846.3534687,
846.3190676,
846.2847502,
846.2505161,
846.2163649,
846.1822964,
846.1483103,
846.1144063,
846.0805842,
846.0468435,
846.0131841,
845.9796057,
845.9461079,
845.9126906,
845.8793533,
845.8460958,
845.8129179,
845.7798193,
845.7467997,
845.7138587,
845.6809963,
845.648212,
845.6155056,
845.5828769,
845.5503256,
845.5178513,
845.4854539,
845.4531331,
845.4208886,
845.3887201,
845.3566275,
845.3246104,
845.2926685,
845.2608017,
845.2290097,
845.1972922,
845.1656489,
845.1340796,
845.1025842,
845.0711622,
845.0398136,
845.0085379,
844.977335,
844.9462047,
844.9151467,
844.8841607,
844.8532466,
844.822404,
844.7916327,
844.7609326,
844.7303033,
844.6997447,
844.6692564,
844.6388383,
844.6084902,
844.5782118,
844.5480028,
844.5178631,
844.4877924,
844.4577906,
844.4278573,
844.3979923,
844.3681955,
844.3384666,
844.3088054,
844.2792116,
844.2496851,
844.2202256,
844.190833,
844.1615069,
844.1322472,
844.1030538,
844.0739262,
844.0448645,
844.0158682,
843.9869374,
843.9580716,
843.9292708,
843.9005346,
843.871863,
843.8432557,
843.8147125,
843.7862331,
843.7578175,
843.7294653,
843.7011765,
843.6729507,
843.6447879,
843.6166877,
843.5886501,
843.5606748,
843.5327616,
843.5049103,
843.4771208,
843.4493928,
843.4217261,
843.3941206,
843.3665761,
843.3390923,
843.3116691,
843.2843064,
843.2570038,
843.2297613,
843.2025787,
843.1754557,
843.1483922,
843.121388,
843.094443,
843.0675568,
843.0407295,
843.0139607,
842.9872504,
842.9605982,
842.9340041,
842.9074679,
842.8809894,
842.8545685,
842.8282049,
842.8018984,
842.775649,
842.7494565,
842.7233206,
842.6972412,
842.6712182,
842.6452513,
842.6193404,
842.5934854,
842.5676861,
842.5419422,
842.5162537,
842.4906203,
842.465042,
842.4395185,
842.4140497,
842.3886355,
842.3632756,
842.3379699,
842.3127183,
842.2875205,
842.2623765,
842.2372861,
842.2122491,
842.1872654,
842.1623348,
842.1374571,
842.1126323,
842.0878601,
842.0631404,
842.038473,
842.0138578,
841.9892947,
841.9647835,
841.9403241,
841.9159162,
841.8915598,
841.8672547,
841.8430007,
841.8187978,
841.7946457,
841.7705444,
841.7464936,
841.7224933,
841.6985432,
841.6746433,
841.6507935,
841.6269935,
841.6032432,
841.5795425,
841.5558912,
841.5322893,
841.5087365,
841.4852327,
841.4617778,
841.4383718,
841.4150143,
841.3917053,
841.3684446,
841.3452322,
841.3220678,
841.2989514,
841.2758828,
841.2528619,
841.2298885,
841.2069626,
841.1840839,
841.1612524,
841.138468,
841.1157304,
841.0930396,
841.0703954,
841.0477978,
841.0252465,
841.0027415,
840.9802827,
840.9578698,
840.9355028,
840.9131816,
840.890906,
840.8686759,
840.8464912,
840.8243518,
840.8022575,
840.7802082,
840.7582038,
840.7362442,
840.7143292,
840.6924588,
840.6706328,
840.6488511,
840.6271136,
840.6054201,
840.5837706,
840.5621649,
840.5406029,
840.5190845,
840.4976095,
840.476178,
840.4547897,
840.4334445,
840.4121423,
840.390883,
840.3696666,
840.3484928,
840.3273615,
840.3062727,
840.2852263,
840.2642221,
840.24326,
840.2223398,
840.2014616,
840.1806252,
840.1598305,
840.1390774,
840.1183657,
840.0976953,
840.0770662,
840.0564782,
840.0359313,
840.0154253,
839.99496,
839.9745356,
839.9541517,
839.9338083,
839.9135053,
