Training Error 0.004,Learning Rate
890.6337061,
891.4955893,
890.6108189,
891.472984,
890.5886066,
891.4510206,
890.566848,
891.4292317,
890.5454349,
891.4079206,
890.5241318,
891.3868103,
890.5033678,
891.3660455,
890.4826715,
891.3454894,
890.4622072,
891.3253255,
890.4423087,
891.3054137,
890.4226833,
891.285832,
890.4032185,
891.2663816,
890.3840235,
891.2473603,
890.3650768,
891.2285473,
890.3464625,
891.2101037,
890.3281056,
891.1915894,
890.3098259,
891.1735059,
890.2920526,
891.1560363,
890.2745373,
891.1386377,
890.2573755,
891.1215693,
890.2404239,
891.1047136,
890.2239113,
891.0881744,
890.2075098,
891.0720152,
890.1913715,
891.0558178,
890.1751927,
891.0396431,
890.159411,
891.0241171,
890.14404,
891.0087281,
890.1286821,
890.9933916,
890.1133521,
890.978122,
890.0984518,
890.9634659,
890.0837574,
890.9488492,
890.069128,
890.9342281,
890.0549138,
890.9201053,
890.0409122,
890.9060914,
890.0271029,
890.8922578,
890.0130521,
890.8783686,
889.9995432,
890.8648251,
889.9861898,
890.8517411,
889.9730665,
890.8388081,
889.9604285,
890.826424,
889.9479918,
890.813668,
889.9352452,
890.8011224,
889.9227951,
890.788728,
889.9107397,
890.7766374,
889.8986498,
890.7646046,
889.8867573,
890.7529759,
889.8752678,
890.7415401,
889.8638232,
890.7301297,
889.8523198,
890.71871,
889.8413322,
890.7077743,
889.8302159,
890.6966535,
889.8192737,
890.6858264,
889.8084488,
890.6748063,
889.7977077,
890.6644844,
889.7875106,
890.654158,
889.7771704,
890.6437388,
889.7668847,
890.6336422,
889.7568748,
890.6237851,
889.7470599,
890.6140082,
889.7374006,
890.6044821,
889.727943,
890.5949218,
889.7184297,
890.5855806,
889.709287,
890.5764595,
889.7001369,
890.5672927,
889.6910285,
890.5583247,
889.6822027,
890.5494197,
889.6731442,
890.5405416,
889.6645682,
890.5318933,
889.6558528,
890.5232025,
889.6472559,
890.5146891,
889.6388187,
890.5064234,
889.6308126,
890.4983554,
889.6225644,
890.4901376,
889.614612,
890.4821534,
889.6065584,
890.474276,
889.5986905,
890.466463,
889.5911234,
890.4587726,
889.5833726,
890.4510409,
889.5754996,
890.443343,
889.5680755,
890.4360992,
889.5607518,
890.4287922,
889.5535739,
890.4216838,
889.5465556,
890.4145117,
889.5394454,
890.4076293,
889.5325927,
890.4007318,
889.5257958,
890.3939238,
889.5189312,
890.3870044,
889.5121112,
890.38071,
889.5056857,
890.3740807,
889.499057,
890.3674323,
889.4925964,
890.3608763,
889.4860326,
890.3544758,
889.4799299,
890.3482772,
889.473839,
890.342255,
889.4676911,
890.3362952,
889.4617623,
890.3303451,
889.455846,
890.3244257,
889.4498856,
890.3184619,
889.444107,
890.3128318,
889.4385163,
890.3073142,
889.4328354,
890.3016219,
889.4273915,
890.2962068,
889.4218833,
890.2906285,
889.4163201,
890.2851176,
889.4109292,
890.2797657,
889.405439,
890.2742709,
889.4001009,
890.2689273,
889.3947528,
890.263771,
889.389579,
890.2584989,
889.3845511,
890.2535582,
889.3795263,
890.2485881,
889.37464,
890.2435806,
889.3695194,
890.2386741,
889.364641,
890.2337306,
889.3596592,
890.2288854,
889.3548989,
890.2241166,
889.3501121,
890.21935,
889.3455555,
890.2148259,
889.3411423,
890.2104394,
889.3368533,
890.2060478,
889.3320831,
890.2015196,
889.3277251,
890.197158,
889.3233403,
890.1929191,
889.3192679,
890.1888122,
889.3150517,
890.1847317,
889.3110729,
890.1808042,
889.3070477,
890.1766282,
889.3030203,
890.1725511,
889.2990668,
890.1688135,
889.295099,
890.1648369,
889.2912494,
890.160917,
889.2873714,
890.1570359,
889.2834355,
890.1532124,
889.2796388,
890.149543,
889.2757826,
890.1455586,
889.271913,
890.1417533,
889.2680782,
890.1377856,
889.2643425,
890.134147,
889.2606061,
890.1304176,
889.2569444,
890.1265946,
889.2531457,
890.1229457,
889.2495652,
890.1194457,
889.2461116,
890.1159737,
889.2425081,
890.1125241,
889.2391167,
890.1090578,
889.2357532,
890.1058971,
889.232652,
890.1027162,
889.2293546,
890.099345,
889.2260153,
890.0961861,
889.2230278,
890.0931408,
889.2198059,
890.090026,
889.2166405,
890.0868263,
889.2136397,
890.0839056,
889.2106571,
890.0809528,
889.2076553,
890.0780073,
889.2046514,
890.0748045,
889.2015251,
890.0718172,
889.1984804,
890.0688472,
889.1955534,
890.0658739,
889.1928162,
890.0633342,
889.1901845,
890.0606065,
889.1875351,
890.0578041,
889.1845382,
890.0548587,
889.181781,
890.0522163,
889.1791399,
890.0498924,
889.1764951,
890.0472173,
889.1739471,
890.0445822,
889.1712351,
890.0415582,
889.1683534,
890.0389858,
889.1657883,
890.0363057,
889.1631392,
890.0336695,
889.1604752,
890.0311654,
889.1580063,
890.0286516,
889.1556074,
890.0262557,
889.1532448,
890.0238336,
889.1506803,
890.0214226,
889.1482954,
890.0190985,
889.145885,
890.01688,
889.1436684,
890.0144545,
889.14127,
890.0120927,
889.1388299,
890.0096676,
889.1365817,
890.007301,
889.1340944,
890.0050582,
889.131797,
890.0026855,
889.1296141,
890.0005115,
889.1273144,
889.9980884,
889.1250463,
889.9959945,
889.1228838,
889.9935967,
889.1203797,
889.9913479,
889.1183695,
889.9892892,
889.1162037,
889.986982,
889.1137762,
889.9849308,
889.1119276,
889.9829831,
889.1098776,
889.9810218,
889.108072,
889.9791861,
889.1060934,
889.9771117,
889.1038483,
889.9748538,
889.1018813,
889.9730206,
889.1000065,
889.971312,
889.0983291,
889.969594,
889.0965772,
889.9677955,
889.0947368,
889.9658211,
889.0929081,
