Training Error,Learning Rate
75.46157231396167,0.0055000000000000005
75.46157231396167
73.43449948708385
71.49753866460905
69.65617716152296
67.91523039516238
66.2786652171382
64.74946359008302
63.329512882017724
62.01953860126415
60.81906835163718
59.72642914119578
58.738793122076146
57.852251753351325
57.06193590534303
56.3621650624589
55.746625524583614
55.20856428540341
54.74098256828925
54.33682568097585
53.98915556166494
53.69129678311801
53.43695356038372
53.220294438880195
53.03600674518607
52.879323769613144
52.74602698977827
52.63243023776602
52.53534911058322
52.4520609228053
52.38025930349513
52.31800631357864
52.26368559036535
52.21595686349408
52.17371476810346
52.13605107252611
52.10222218026529
52.07162042358161
52.04374968300715
52.01820512771555
51.994655941088276
51.97283128752966
51.95250897121814
51.93350591543808
51.91567047448874
51.898876475070836
51.88301819987392
51.86800646068361
51.85376554166293
51.84023055011492
51.827345481485224
51.81506160528817
51.80333615439805
51.79213140277694
51.781413697465
51.77115290732062
51.76132182263243
51.751895776693345
51.742852210826264
51.734170450511414
51.7258314656995
51.717817641086725
51.71011259650296
51.702701118827214
51.69556899923891
51.68870291415554
51.68209038492436
51.675719652930745
51.669579692065206
51.66366005107913
51.65795091406452
51.65244296042531
51.6471273958089
51.64199587627599
51.63704047607491
51.63225368247207
51.627628373799794
51.62315777232865
51.618835434620195
51.614655216179465
51.610611282189495
51.60669809932396
51.602910334059864
51.599242948925266
51.59569114275141
51.59225030522631
51.58891608081738
51.58568426628813
51.58255087156641
51.579512082151965
51.5765642589217
51.57370391828528
51.57092773523765
51.5682325263167
51.56561523837572
51.56307298147445
51.56060295364264
51.55820251265994
51.55586908501349
51.553600241983894
51.55139365347176
51.54924706902242
51.5471583538666
51.54512544338994
51.54314638393166
51.54121928360511
51.539342339329224
51.53751380627252
51.53573204084133
51.53399544443669
51.53230247979322
51.53065168267509
51.52904165795558
51.52747105211809
51.525938556078394
51.52444293351243
51.522982989842006
51.52155756829791
51.52016557544598
51.518805959251274
51.517477684962635
51.51617978401352
51.51491131402163
51.51367137199051
51.512459083531006
51.51127361970204
51.51011416371685
51.50897994676355
51.50787022792087
51.50678428254608
51.50572142304921
51.50468098554134
51.5036623350775
51.50266484375473
51.50168792017416
51.50073099133184
51.499793504570164
51.498874928449325
51.49797474955467
51.49709246440886
51.49622761162026
51.495379711669585
51.49454832472748
51.49373302514397
51.4929334004393
51.49214903684651
51.491379556846994
51.49062458325997
51.48988374828334
51.48915670515476
51.48844311799197
51.48774265884407
51.48705500891569
51.48637986323874
51.48571692672068
51.48506591577699
51.484426549927186
51.48379855317079
51.483181671339445
51.48257565226877
51.481980248308616
51.48139521818467
51.480820335686666
51.48025537688147
51.47970012497652
51.479154371716334
51.4786179115825
51.47809054356295
51.47757208185491
51.47706233306003
51.47656111835945
51.476068255807405
51.4755835803186
51.4751069228469
51.47463811939715
51.474177016496434
51.473723458977666
51.47327729628575
51.47283838133703
51.472406578177555
51.47198174333249
51.47156374315386
51.471152448529054
51.47074773262826
51.47034947028735
51.469957538235604
51.46957182194992
51.46919220496726
51.46881857470713
51.468450818056425
51.46808883159443
51.46773250938282
51.467381748092585
51.46703645302742
51.46669652474393
51.466361865300534
51.466032384359366
51.465707988752875
51.46538859337142
51.465074111633804
51.46476445392359
51.46445954185003
51.464159291742874
51.463863623114094
51.4635724640082
51.46328573122629
51.46300335305167
51.46272525995491
51.46245137523461
51.462181630546795
51.46191595890784
51.46165429184408
51.46139656560509
51.46114271296515
51.460892673943775
51.46064638468596
51.46040378532159
51.4601648147931
51.45992941691604
51.45969753372767
51.459469109497796
51.45924408917636
51.459022414363794
51.45880403741007
51.45858890605398
51.458376966592546
51.45816817267346
51.457962471161
51.45775981418575
51.45756015573797
51.457363448132476
51.457169645365525
51.45697870374423
51.456790578863504
51.456605227849074
51.45642260828797
51.4562426768395
51.45606539209037
51.45589071379469
51.455718602480815
51.45554902185911
51.45538192976805
51.455217289890776
51.45505506601236
