Training Error 0.0001,Training Error 0.001,Training Error 0.01,Training Error 0.1
55.34746387,51.53956915,51.44409564,54.68933874
55.33986134,51.53919273,51.44409564,60.49001815
55.33228373,51.5388183,51.44409564,54.68933934
55.32473091,51.53844583,51.44409563,60.49002193
55.31720277,51.53807533,51.44409563,54.68934022
55.30969917,51.53770676,51.44409563,60.49002269
55.30221999,51.53734014,51.44409563,54.68933908
55.29476511,51.53697542,51.44409563,60.49001965
55.28733441,51.53661262,51.44409562,54.68933848
55.27992776,51.53625171,51.44409562,60.49001812
55.27254505,51.53589268,51.44409562,54.68933789
55.26518615,51.53553552,51.44409562,60.49001597
55.25785095,51.53518021,51.44409562,54.68933995
55.25053933,51.53482675,51.44409562,60.49002307
55.24325118,51.53447512,51.44409562,54.68933956
55.23598636,51.53412531,51.44409561,60.49002154
55.22874478,51.53377731,51.44409561,54.68933872
55.22152631,51.5334311,51.44409561,60.49001762
55.21433085,51.53308668,51.44409561,54.68933938
55.20715827,51.53274403,51.44409561,60.49002246
55.20000848,51.53240314,51.44409561,54.68934
55.19288134,51.532064,51.44409561,60.49002271
55.18577676,51.5317266,51.44409561,54.68933973
55.17869463,51.53139093,51.4440956,60.49002315
55.17163483,51.53105697,51.4440956,54.6893401
55.16459726,51.53072471,51.4440956,60.49002391
55.1575818,51.53039414,51.4440956,54.68933983
55.15058836,51.53006526,51.4440956,60.49002305
55.14361682,51.52973805,51.4440956,54.68934043
55.13666709,51.52941249,51.4440956,60.4900248
55.12973904,51.52908859,51.4440956,54.6893399
55.12283259,51.52876633,51.4440956,60.49002123
55.11594763,51.52844569,51.4440956,54.68933894
55.10908406,51.52812667,51.44409559,60.49001926
55.10224176,51.52780926,51.44409559,54.68933889
55.09542065,51.52749344,51.44409559,60.49002061
55.08862062,51.52717921,51.44409559,54.6893391
55.08184156,51.52686656,51.44409559,60.49002065
55.0750834,51.52655547,51.44409559,54.68933836
55.06834601,51.52624594,51.44409559,60.4900177
55.06162931,51.52593795,51.44409559,54.68933882
55.05493319,51.5256315,51.44409559,60.49001914
55.04825757,51.52532657,51.44409559,54.68933877
55.04160234,51.52502316,51.44409559,60.49001733
55.03496741,51.52472126,51.44409559,54.68933942
55.02835268,51.52442085,51.44409559,60.49002261
55.02175807,51.52412193,51.44409559,54.68933972
55.01518347,51.5238245,51.44409558,60.49002185
55.0086288,51.52352852,51.44409558,54.68933895
55.00209395,51.52323401,51.44409558,60.49001979
54.99557885,51.52294094,51.44409558,54.68933862
54.9890834,51.52264932,51.44409558,60.49001841
54.9826075,51.52235913,51.44409558,54.68933858
54.97615108,51.52207036,51.44409558,60.49001762
54.96971403,51.521783,51.44409558,54.68933825
54.96329627,51.52149705,51.44409558,60.4900175
54.95689772,51.52121249,51.44409558,54.68933895
54.95051828,51.52092932,51.44409558,60.49002174
54.94415786,51.52064753,51.44409558,54.68933985
54.93781639,51.52036711,51.44409558,60.49002207
54.93149377,51.52008804,51.44409558,54.68933934
54.92518992,51.51981034,51.44409558,60.49001885
54.91890475,51.51953397,51.44409558,54.68933904
54.91263818,51.51925894,51.44409558,60.4900205
54.90639013,51.51898523,51.44409558,54.6893386
54.90016051,51.51871285,51.44409558,60.49001878
54.89394924,51.51844177,51.44409558,54.68933856
54.88775624,51.518172,51.44409558,60.49001774
54.88158142,51.51790352,51.44409558,54.68933863
54.87542472,51.51763633,51.44409558,60.49001843
54.86928603,51.51737041,51.44409557,54.68933928
54.8631653,51.51710577,51.44409557,60.49002071
54.85706242,51.51684238,51.44409557,54.68933797
54.85097733,51.51658026,51.44409557,60.49001619
54.84490995,51.51631937,51.44409557,54.68934035
54.8388602,51.51605973,51.44409557,60.49002763
54.832828,51.51580132,51.44409557,54.68933828
54.82681327,51.51554413,51.44409557,60.49001655
54.82081594,51.51528816,51.44409557,54.68933944
54.81483593,51.51503339,51.44409557,60.49002413
54.80887316,51.51477983,51.44409557,54.68933922
54.80292757,51.51452746,51.44409557,60.49001879
54.79699907,51.51427628,51.44409557,54.68933883
54.79108759,51.51402628,51.44409557,60.49001975
54.78519306,51.51377745,51.44409557,54.6893384
54.7793154,51.51352978,51.44409557,60.49001792
54.77345454,51.51328327,51.44409557,54.68933918
54.76761041,51.51303791,51.44409557,60.49002137
54.76178293,51.5127937,51.44409557,54.68933894
54.75597204,51.51255062,51.44409557,60.4900193
54.75017766,51.51230867,51.44409557,54.68933896
54.74439972,51.51206784,51.44409557,60.49001867
54.73863816,51.51182813,51.44409557,54.68933813
54.73289289,51.51158954,51.44409557,60.49001822
54.72716386,51.51135204,51.44409557,54.68933784
54.721451,51.51111564,51.44409557,60.49001545
54.71575422,51.51088032,51.44409557,54.6893385
54.71007347,51.51064609,51.44409557,60.49001886
54.70440868,51.51041294,51.44409557,54.68933898
54.69875978,51.51018086,51.44409557,60.49001996
54.6931267,51.50994984,51.44409557,54.68933903
54.68750938,51.50971987,51.44409557,60.49002077
54.68190775,51.50949096,51.44409557,54.68933892
54.67632174,51.50926309,51.44409557,60.49001983
54.6707513,51.50903626,51.44409557,54.68933864
54.66519635,51.50881046,51.44409557,60.49001889
54.65965683,51.50858569,51.44409557,54.68933845
54.65413267,51.50836194,51.44409557,60.49001826
54.64862381,51.5081392,51.44409557,54.6893386
54.64313019,51.50791746,51.44409557,60.49001841
54.63765175,51.50769673,51.44409557,54.68933909
54.63218841,51.507477,51.44409557,60.49002034
54.62674013,51.50725825,51.44409557,54.68933925
54.62130683,51.50704049,51.44409557,60.49002049
54.61588845,51.5068237,51.44409557,54.68933825
54.61048495,51.50660789,51.44409557,60.4900178
54.60509624,51.50639304,51.44409557,54.689339
54.59972227,51.50617916,51.44409557,60.49002097
54.59436299,51.50596623,51.44409557,54.68933816
54.58901833,51.50575425,51.44409557,60.49001688
54.58368823,51.50554321,51.44409557,54.68933972
54.57837263,51.50533311,51.44409557,60.49002424
54.57307148,51.50512394,51.44409557,54.68933992
54.56778471,51.5049157,51.44409557,60.4900208
54.56251227,51.50470839,51.44409557,54.6893387
54.5572541,51.50450199,51.44409557,60.49001827
54.55201014,51.5042965,51.44409557,54.68933829
54.54678033,51.50409192,51.44409557,60.49001804
54.54156462,51.50388823,51.44409557,54.68933778
54.53636295,51.50368545,51.44409557,60.49001664
54.53117526,51.50348355,51.44409557,54.68933989
54.52600151,51.50328254,51.44409557,60.49002415
54.52084163,51.5030824,51.44409557,54.68934088
54.51569556,51.50288314,51.44409557,60.49002568
54.51056326,51.50268476,51.44409557,54.68933897
54.50544466,51.50248723,51.44409557,60.49001866
54.50033971,51.50229057,51.44409557,54.68933948
54.49524837,51.50209476,51.44409557,60.49002171
54.49017057,51.5018998,51.44409557,54.68933961
54.48510626,51.50170569,51.44409557,60.49001919
54.48005539,51.50151242,51.44409557,54.68933859
54.4750179,51.50131998,51.44409557,60.49001832
54.46999375,51.50112837,51.44409557,54.68933888
54.46498288,51.50093759,51.44409557,60.49002072
54.45998523,51.50074763,51.44409557,54.68933867
54.45500076,51.50055848,51.44409556,60.49001766
54.45002942,51.50037015,51.44409556,54.68933826
54.44507115,51.50018262,51.44409556,60.4900185
54.44012591,51.4999959,51.44409556,54.68933887
54.43519364,51.49980998,51.44409556,60.49002034
54.43027429,51.49962484,51.44409556,54.6893384
54.4253678,51.4994405,51.44409556,60.49001876
54.42047414,51.49925695,51.44409556,54.68933823
54.41559326,51.49907417,51.44409556,60.49001726
54.41072509,51.49889217,51.44409556,54.68933852
54.40586961,51.49871094,51.44409556,60.49001819
54.40102674,51.49853047,51.44409556,54.68933797
54.39619646,51.49835077,51.44409556,60.49001667
54.3913787,51.49817183,51.44409556,54.68933921
54.38657343,51.49799364,51.44409556,60.49002293
54.38178058,51.4978162,51.44409556,54.68934006
54.37700013,51.49763951,51.44409556,60.49002154
54.37223201,51.49746356,51.44409556,54.68933867
54.36747618,51.49728835,51.44409556,60.49001776
54.3627326,51.49711387,51.44409556,54.68933863
54.35800122,51.49694012,51.44409556,60.49002099
54.35328199,51.49676709,51.44409556,54.68933861
54.34857486,51.49659479,51.44409556,60.49001803
54.3438798,51.4964232,51.44409556,54.68933931
54.33919675,51.49625233,51.44409556,60.4900218
54.33452567,51.49608216,51.44409556,54.68933809
54.32986652,51.4959127,51.44409556,60.4900169
54.32521924,51.49574395,51.44409556,54.68933969
54.32058381,51.49557589,51.44409556,60.49002344
54.31596016,51.49540852,51.44409556,54.68933976
54.31134826,51.49524184,51.44409556,60.49002139
54.30674807,51.49507585,51.44409556,54.68933863
54.30215954,51.49491055,51.44409556,60.49001923
54.29758262,51.49474592,51.44409556,54.68933857
54.29301728,51.49458196,51.44409556,60.49001776
54.28846346,51.49441868,51.44409556,54.68933829
54.28392114,51.49425607,51.44409556,60.49001861
54.27939026,51.49409412,51.44409556,54.68933828
54.27487079,51.49393283,51.44409556,60.49001842
54.27036268,51.49377219,51.44409556,54.6893384
54.26586588,51.49361221,51.44409556,60.4900182
54.26138037,51.49345288,51.44409556,54.68933936
54.2569061,51.4932942,51.44409556,60.4900214
54.25244302,51.49313616,51.44409556,54.68933869
54.24799109,51.49297875,51.44409556,60.4900189
54.24355028,51.49282199,51.44409556,54.68933956
54.23912054,51.49266585,51.44409556,60.49002179
54.23470184,51.49251035,51.44409556,54.68933939
54.23029413,51.49235547,51.44409556,60.49002181
54.22589737,51.49220121,51.44409556,54.68933918
54.22151152,51.49204757,51.44409556,60.49002067
54.21713656,51.49189455,51.44409556,54.68933865
54.21277242,51.49174214,51.44409556,60.49001805
54.20841908,51.49159034,51.44409556,54.68933931
54.2040765,51.49143915,51.44409556,60.49002191
54.19974464,51.49128856,51.44409556,54.6893403
54.19542345,51.49113857,51.44409556,60.49002392
54.19111291,51.49098917,51.44409556,54.68933998
54.18681297,51.49084037,51.44409556,60.49002186
54.1825236,51.49069216,51.44409556,54.68933814
54.17824475,51.49054453,51.44409556,60.49001555
54.17397639,51.49039749,51.44409556,54.68933929
54.16971849,51.49025103,51.44409556,60.49002296
54.165471,51.49010514,51.44409556,54.68934073
54.1612339,51.48995983,51.44409556,60.49002428
54.15700713,51.4898151,51.44409556,54.68933984
54.15279067,51.48967093,51.44409556,60.49002036
54.14858447,51.48952733,51.44409556,54.68933805
54.14438851,51.48938429,51.44409556,60.49001585
54.14020274,51.48924181,51.44409556,54.68934041
54.13602714,51.48909988,51.44409556,60.49002456
54.13186166,51.48895851,51.44409556,54.68934047
54.12770627,51.48881769,51.44409556,60.49002205
54.12356093,51.48867742,51.44409556,54.68933973
54.11942562,51.4885377,51.44409556,60.4900202
54.11530029,51.48839852,51.44409556,54.68933849
54.1111849,51.48825987,51.44409556,60.49001833
54.10707943,51.48812177,51.44409556,54.68933894
54.10298383,51.4879842,51.44409556,60.49001929
54.09889808,51.48784716,51.44409556,54.6893386
54.09482215,51.48771064,51.44409556,60.49001914
54.09075599,51.48757466,51.44409556,54.68933818
54.08669958,51.4874392,51.44409556,60.49001756
54.08265287,51.48730425,51.44409556,54.68933876
54.07861584,51.48716983,51.44409556,60.49002061
54.07458845,51.48703592,51.44409556,54.68933877
54.07057067,51.48690253,51.44409556,60.49001901
54.06656247,51.48676964,51.44409556,54.68933937
54.06256381,51.48663726,51.44409556,60.49002146
54.05857467,51.48650539,51.44409556,54.68933965
54.054595,51.48637402,51.44409556,60.49002145
54.05062477,51.48624315,51.44409556,54.6893376
54.04666396,51.48611277,51.44409556,60.49001497
54.04271254,51.48598289,51.44409556,54.6893387
54.03877045,51.48585351,51.44409556,60.4900221
54.03483769,51.48572461,51.44409556,54.68933964
54.03091422,51.4855962,51.44409556,60.49002096
54.02699999,51.48546828,51.44409556,54.68933825
54.02309499,51.48534084,51.44409556,60.49001844
54.01919919,51.48521387,51.44409556,54.68933842
54.01531254,51.48508739,51.44409556,60.4900191
54.01143502,51.48496138,51.44409556,54.68933888
54.0075666,51.48483584,51.44409556,60.49002002
54.00370726,51.48471078,51.44409556,54.68933841
53.99985694,51.48458618,51.44409556,60.49001888
53.99601564,51.48446205,51.44409556,54.68933899
53.99218331,51.48433838,51.44409556,60.49002125
53.98835993,51.48421517,51.44409556,54.68933869
53.98454547,51.48409242,51.44409556,60.49001896
53.98073989,51.48397013,51.44409556,54.68933783
53.97694318,51.48384829,51.44409556,60.49001527
53.97315529,51.48372691,51.44409556,54.68933992
53.9693762,51.48360597,51.44409556,60.49002438
53.96560587,51.48348549,51.44409556,54.68933987
53.9618443,51.48336544,51.44409556,60.49002126
53.95809143,51.48324585,51.44409556,54.68933787
53.95434724,51.48312669,51.44409556,60.49001602
53.95061171,51.48300797,51.44409556,54.68933952
53.94688481,51.48288969,51.44409556,60.49002342
53.9431665,51.48277184,51.44409556,54.6893404
53.93945676,51.48265443,51.44409556,60.49002369
53.93575556,51.48253745,51.44409556,54.68933968
53.93206288,51.48242089,51.44409556,60.49001834
53.92837867,51.48230476,51.44409556,54.68933839
53.92470293,51.48218906,51.44409556,60.49001854
53.92103561,51.48207378,51.44409556,54.68933823
53.9173767,51.48195892,51.44409556,60.49001851
53.91372616,51.48184447,51.44409556,54.68933928
53.91008397,51.48173045,51.44409556,60.49002162
53.9064501,51.48161683,51.44409556,54.68933898
53.90282452,51.48150363,51.44409556,60.49001974
53.89920721,51.48139084,51.44409556,54.68933871
53.89559813,51.48127846,51.44409556,60.49002014
53.89199727,51.48116649,51.44409556,54.68933946
53.88840459,51.48105492,51.44409556,60.49002166
53.88482007,51.48094375,51.44409556,54.68933979
53.88124368,51.48083298,51.44409556,60.4900226
53.87767541,51.48072261,51.44409556,54.68934014
53.87411521,51.48061263,51.44409556,60.49002203
53.87056306,51.48050306,51.44409556,54.68933942
53.86701895,51.48039387,51.44409556,60.49001996
53.86348284,51.48028508,51.44409556,54.68933848
53.8599547,51.48017667,51.44409556,60.49001762
53.85643452,51.48006866,51.44409556,54.68933871
53.85292227,51.47996102,51.44409556,60.49001891
53.84941791,51.47985378,51.44409556,54.68933893
53.84592143,51.47974691,51.44409556,60.49002027
53.8424328,51.47964042,51.44409556,54.68933898
53.838952,51.47953432,51.44409556,60.49002092
53.835479,51.47942859,51.44409556,54.68933857
53.83201377,51.47932323,51.44409556,60.49001719
53.82855629,51.47921825,51.44409556,54.68933862
53.82510655,51.47911364,51.44409556,60.49002036
53.8216645,51.4790094,51.44409556,54.68933894
53.81823013,51.47890553,51.44409556,60.4900195
53.81480342,51.47880202,51.44409556,54.68933822
53.81138434,51.47869888,51.44409556,60.49001803
53.80797286,51.4785961,51.44409556,54.68933947
53.80456896,51.47849368,51.44409556,60.49002303
53.80117263,51.47839162,51.44409556,54.68934124
53.79778382,51.47828992,51.44409556,60.49002593
53.79440253,51.47818858,51.44409556,54.68933888
53.79102873,51.47808759,51.44409556,60.4900179
53.78766238,51.47798695,51.44409556,54.68933954
53.78430348,51.47788667,51.44409556,60.49002345
53.780952,51.47778673,51.44409556,54.68934095
53.77760791,51.47768714,51.44409556,60.49002577
53.77427119,51.4775879,51.44409556,54.68933943
53.77094182,51.47748901,51.44409556,60.49001976
53.76761978,51.47739046,51.44409556,54.68933833
53.76430504,51.47729225,51.44409556,60.49001678
53.76099758,51.47719438,51.44409556,54.68933882
53.75769737,51.47709685,51.44409556,60.49002135
53.7544044,51.47699965,51.44409556,54.68933881
53.75111865,51.47690279,51.44409556,60.49001815
53.74784008,51.47680627,51.44409556,54.6893385
53.74456868,51.47671008,51.44409556,60.49001856
53.74130444,51.47661422,51.44409556,54.68933993
53.73804731,51.47651869,51.44409556,60.49002285
53.73479729,51.47642349,51.44409556,54.68934002
53.73155435,51.47632861,51.44409556,60.49002193
53.72831846,51.47623406,51.44409556,54.68934033
53.72508962,51.47613984,51.44409556,60.49002154
53.72186779,51.47604594,51.44409556,54.6893396
53.71865296,51.47595235,51.44409556,60.49002133
53.71544509,51.47585909,51.44409556,54.68933882
53.71224418,51.47576615,51.44409556,60.49001918
53.70905021,51.47567352,51.44409556,54.68933876
53.70586314,51.47558121,51.44409556,60.49002013
53.70268296,51.47548921,51.44409556,54.6893381
53.69950965,51.47539753,51.44409556,60.49001748
53.69634319,51.47530615,51.44409556,54.68933908
53.69318355,51.47521509,51.44409556,60.49002088
53.69003072,51.47512433,51.44409556,54.68933848
53.68688467,51.47503388,51.44409556,60.49001712
53.68374539,51.47494374,51.44409556,54.68933977
53.68061286,51.4748539,51.44409556,60.49002429
53.67748705,51.47476437,51.44409556,54.68934015
53.67436794,51.47467513,51.44409556,60.49002263
53.67125552,51.4745862,51.44409556,54.68933964
53.66814976,51.47449756,51.44409556,60.49002033
53.66505064,51.47440923,51.44409556,54.68933869
53.66195815,51.47432119,51.44409556,60.49001933
53.65887227,51.47423344,51.44409556,54.68933988
53.65579296,51.47414599,51.44409556,60.49002279
53.65272022,51.47405884,51.44409556,54.68933907
53.64965403,51.47397197,51.44409556,60.4900194
53.64659436,51.4738854,51.44409556,54.68933889
53.6435412,51.47379911,51.44409556,60.49001993
53.64049453,51.47371311,51.44409556,54.68933729
53.63745432,51.4736274,51.44409556,60.49001306
53.63442056,51.47354197,51.44409556,54.68933942
53.63139324,51.47345683,51.44409556,60.49002305
53.62837232,51.47337197,51.44409556,54.68933925
53.6253578,51.47328739,51.44409556,60.49001914
53.62234964,51.47320309,51.44409556,54.68933941
53.61934785,51.47311907,51.44409556,60.49002168
53.61635238,51.47303533,51.44409556,54.68933868
53.61336324,51.47295186,51.44409556,60.4900185
53.61038039,51.47286868,51.44409556,54.68933841
53.60740382,51.47278576,51.44409556,60.49001722
53.60443351,51.47270312,51.44409556,
53.60146944,51.47262075,51.44409556,
53.5985116,51.47253866,51.44409556,
53.59555997,51.47245683,51.44409556,
53.59261452,51.47237527,51.44409556,
53.58967525,51.47229398,51.44409556,
53.58674212,51.47221296,51.44409556,
53.58381513,51.4721322,51.44409556,
53.58089426,51.4720517,51.44409556,
53.57797948,51.47197147,51.44409556,
53.57507079,51.4718915,51.44409556,
53.57216816,51.4718118,51.44409556,
53.56927157,51.47173235,51.44409556,
53.56638102,51.47165316,51.44409556,
53.56349647,51.47157423,51.44409556,
53.56061792,51.47149555,51.44409556,
53.55774534,51.47141713,51.44409556,
53.55487872,51.47133897,51.44409556,
53.55201805,51.47126106,51.44409556,
53.54916329,51.4711834,51.44409556,
53.54631445,51.47110599,51.44409556,
53.54347149,51.47102884,51.44409556,
53.54063441,51.47095193,51.44409556,
53.53780319,51.47087527,51.44409556,
53.53497781,51.47079886,51.44409556,
53.53215825,51.47072269,51.44409556,
53.5293445,51.47064677,51.44409556,
53.52653653,51.4705711,51.44409556,
53.52373434,51.47049567,51.44409556,
53.52093791,51.47042048,51.44409556,
53.51814722,51.47034553,51.44409556,
53.51536225,51.47027082,51.44409556,
53.51258299,51.47019635,51.44409556,
53.50980943,51.47012212,51.44409556,
53.50704153,51.47004813,51.44409556,
53.5042793,51.46997438,51.44409556,
53.50152272,51.46990086,51.44409556,
53.49877176,51.46982757,51.44409556,
53.49602641,51.46975452,51.44409556,
53.49328666,51.4696817,51.44409556,
53.49055249,51.46960911,51.44409556,
53.48782388,51.46953676,51.44409556,
53.48510082,51.46946463,51.44409556,
53.48238329,51.46939273,51.44409556,
53.47967129,51.46932106,51.44409556,
53.47696478,51.46924962,51.44409556,
53.47426376,51.46917841,51.44409556,
53.47156822,51.46910742,51.44409556,
53.46887813,51.46903665,51.44409556,
53.46619348,51.46896611,51.44409556,
53.46351425,51.46889579,51.44409556,
53.46084044,51.4688257,51.44409556,
53.45817202,51.46875582,51.44409556,
53.45550899,51.46868616,,
53.45285131,51.46861673,,
53.45019899,51.46854751,,
53.44755201,51.46847851,,
53.44491034,51.46840973,,
53.44227399,51.46834116,,
53.43964292,51.46827281,,
53.43701713,51.46820467,,
53.4343966,51.46813674,,
53.43178132,51.46806903,,
53.42917128,51.46800153,,
